id_aeroport;length_ft;le_identificateur;le_seuil_decale_ft;he_identificateur;he_seuil_decale_ft
ROC;4400;7;;25;
ROC;5500;10;;28;
ROC;8001;4;;22;
ROD;4921;10;;28;
ROF;3360;14;;32;300
ROG;6011;2;;20;
ROI;6890;18;;36;
ROK;5397;4;;22;
ROK;8622;15;;33;
ROO;6070;2;;20;
ROP;6000;9;;27;
ROR;7200;9;;27;
ROS;9842;2;;20;
ROT;2732;18L;;36R;1010
ROT;5321;18R;;36L;197
ROV;4330;8;;26;
ROV;6400;04R;;22L;
ROV;8202;4;;22;
ROW;9999;17;;35;
ROW;13001;3;;21;
ROX;2504;6;;24;
ROX;4400;16;;34;
ROY;4921;9;;27;
ROZ;12106;10;;28;
RPB;4107;13;;31;
RPM;5020;11;;29;
RPN;3190;5;;23;
RPN;3655;15;90;33;320
RPR;6414;6;427;24;
RPX;5098;6;;24;
RQO;4630;18;;36;
RQO;5600;17;;35;
RQW;11486;15;;33;
RRE;4422;4;;22;
RRG;4223;12;440;30;240
RRK;5987;9;673;27;445
RRL;2997;16;;34;
RRL;5100;7;;25;
RRS;5643;14;197;32;459
RRT;3000;4;;22;
RRT;5400;13;;31;
RRV;3805;13;;31;
RSA;7546;1;;19;
RSB;4455;14;;32;
RSD;7213;9;;27;
RSH;3000;18W;;36W;
RSH;3600;17;;35;
RSL;5000;17;;35;
RSN;5003;18;;36;200
RSS;4509;17;;35;
RST;7300;2;;20;
RST;9033;13;;31;
RSU;6890;17;;35;
RSW;12000;6;;24;
RTA;4806;7;;25;
RTB;7349;7;200;25;
RTC;4500;5;;23;
RTG;4186;9;;27;
RTM;7218;6;656;24;656
RTN;4404;7;;25;
RTN;6328;2;;20;
RTP;3205;12;;30;
RTS;4242;9;;27;564
RTW;7485;12;;30;
RTY;4035;1;;19;
RUD;9157;7;;25;
RUH;13796;15L;;33R;
RUH;13796;15R;;33L;
RUI;6500;12;;30;
RUI;8099;6;;24;
RUN;8760;14;328;32;1165
RUN;10499;12;398;30;
RUR;4757;9;;27;
RUT;3170;13;;31;
RUT;5000;1;;19;
RUV;4690;8;;26;
RVA;3445;13;;31;
RVD;4921;3;;21;
RVE;3937;16;1315;34;
RVK;2887;4;;22;
RVN;9849;3;;21;
RVR;5600;13;;31;
RVS;2807;13;;31;
RVS;4212;01R;;19L;142
RVS;5103;01L;;19R;
RVT;3927;14;;32;
RVT;5512;6;;24;
RVV;4592;6;;24;
RVY;6004;5;;23;
RWF;4001;12;;30;
RWI;7100;4;;22;
RWL;4118;10;;28;
RWL;7008;4;;22;
RWN;8615;12;;30;
RXE;4200;17;300;35;
RXS;6201;14;345;32;230
RYG;8012;12;;30;
RYK;9842;1;;19;
RYN;4117;10;459;28;755
RYO;6340;6;500;24;500
RZA;6561;7;;25;
RZE;2700;8;;26;
RZE;10499;9;;27;
RZR;4920;13;;31;
SAC;3485;16;;34;
SAC;3836;12;;30;
SAC;5503;2;;20;
SAD;4800;8;;26;
SAD;6015;12;;30;
SAF;6300;10;;28;
SAF;6307;15;;33;
SAF;8342;2;;20;
SAH;10669;18;;36;
SAK;6191;1;;19;
SAL;10500;7;;25;
SAN;9401;9;700;27;1810
SAP;9203;4;656;22;
SAQ;5025;12;;30;
SAR;4001;18;;36;
SAS;5000;7;;25;
SAT;5519;12L;;30R;
SAT;7505;3;;21;
SAT;8502;12R;;30L;
SAU;2577;7;;25;
SAV;7002;1;;19;
SAV;9351;10;;28;
SAW;9843;6;;24;
SAY;4570;18;;36;
SBA;4179;15L;217;33R;
SBA;4183;15R;;33L;
SBA;6052;7;;25;314
SBB;5560;11;;29;
SBB;5560;12;;30;
SBD;10001;6;;24;
SBG;6050;10;;28;
SBK;7218;6;;24;
SBL;5013;14;;32;
SBM;5000;13;;31;
SBM;5402;3;;21;
SBN;4300;09L;;27R;
SBN;6001;18;;36;
SBN;8412;09R;;27L;
SBO;3855;2;;20;
SBP;2500;7;;25;
SBP;6100;11;800;29;500
SBS;4452;14;;32;600
SBU;5213;10;;28;
SBW;9036;13;;31;
SBX;3701;11;;29;
SBX;5004;5;;23;450
SBY;5000;5;;23;
SBY;5500;14;;32;
SBZ;6562;9;;27;
SCB;3199;12;;30;399
SCB;4200;17;;35;
SCC;6500;5;;23;
SCE;6701;6;;24;
SCF;8249;3;740;21;400
SCG;3248;8;;26;
SCH;2639;15;;33;
SCH;4840;10;200;28;
SCH;7000;4;;22;
SCI;3571;2;;20;
SCK;4454;11R;;29L;
SCK;10650;11L;990;29R;1000
SCL;12303;17L;;35R;1800
SCL;12303;17R;;35L;
SCM;3000;10;;28;
SCM;10000;04W;;22W;
SCN;6562;9;86;27;
SCO;8700;12;;30;
SCO;9630;12L;;30R;
SCP;2854;16;;34;
SCQ;10499;17;394;35;
SCS;4462;6;377;24;312
SCT;10827;3;;21;
SCU;4593;19;;1;
SCU;13130;10;985;28;980
SCV;5906;16;;34;
SCW;8203;1;;19;
SCY;6214;16;;34;
SCZ;2999;5;;23;
SDB;4935;7;;25;
SDB;6533;16;690;34;
SDB;7680;02L;;20R;980
SDB;7689;02R;;20L;
SDD;9570;10;;28;
SDE;7946;3;;21;
SDF;7250;11;;29;
SDF;8579;17L;329;35R;450
SDF;10850;17R;850;35L;
SDG;8660;1;;19;
SDI;3806;12;;30;
SDJ;3940;12;;30;
SDJ;9842;9;;27;
SDK;7000;8;;26;
SDL;6857;16;492;34;459
SDM;3180;08R;;26L;
SDM;7972;08L;;26R;
SDN;3182;9;;27;
SDP;4000;13;;31;
SDQ;11000;17;;35;
SDR;7612;11;;29;
SDS;3390;10;450;28;
SDT;5745;5;;23;
SDU;4134;02L;;20R;
SDU;4341;02R;;20L;
SDV;5712;3;341;21;230
SDX;5129;3;;21;
SDY;4022;10;;28;
SDY;5705;1;;19;
SEA;9426;16C;;34C;
SEA;9426;16R;;34L;
SEA;11900;16L;;34R;
SEB;11778;13;;31;
SEE;2738;09R;;27L;
SEE;4145;17;450;35;687
SEE;5342;09L;;27R;1306
SEF;5190;14;660;32;
SEF;5190;18;;36;
SEG;4760;17;388;35;250
SEK;5906;1;;19;
SEM;8002;15;;33;
SEN;5023;6;571;24;479
SEP;4200;14;;32;
SEQ;2626;18;;36;
SER;5500;5;;23;
SER;5502;14;;32;
SEW;5905;16;;34;
SEY;5249;7;;25;
SEZ;9800;13;1000;31;1000
SFA;9843;15;;33;
SFB;3500;09R;;27L;
SFB;3578;09C;;27C;
SFB;6003;18;;36;
SFB;9600;09L;1000;27R;600
SFD;6420;11;;29;
SFE;3937;1;;19;
SFF;3059;04R;415;22L;
SFF;4500;04L;;22R;
SFF;6000;03W;;21W;
SFG;3937;12;197;30;525
SFH;4921;13;;31;
SFJ;9219;9;;27;
SFL;3937;14;;32;
SFM;4999;14;896;32;
SFM;6000;7;;25;
SFN;7628;3;;21;
SFO;7500;01L;491;19R;
SFO;8648;01R;238;19L;
SFO;10602;10R;;28L;
SFO;11870;10L;;28R;
SFQ;7103;15;656;33;
SFS;9003;7;;25;
SFT;6890;10;;28;
SFU;3543;11;;29;
SFZ;3210;15;;33;
SFZ;5000;5;;23;
SGC;9154;7;;25;
SGD;5895;14;;32;
SGE;5315;13;;31;
SGF;7003;2;;20;
SGF;8000;14;;32;
SGH;5499;15;;33;
SGH;9009;6;;24;
SGL;7769;7;1870;25;200
SGN;10000;07L;;25R;
SGN;12468;07R;2431;25L;
SGO;4987;11;;29;
SGP;4757;10;;28;
SGQ;2585;2;;20;
SGR;8000;17;380;35;1984
SGS;5100;2;;20;
SGT;5002;9;;27;
SGT;6015;18;;36;
SGU;6606;16;195;34;
SGV;4593;2;;20;
SGY;3550;2;;20;
SGZ;4954;13;;31;
SHA;10826;18R;;36L;
SHA;11154;18L;;36R;
SHB;6560;8;;26;
SHD;6002;5;;23;
SHE;10499;6;;24;
SHG;4000;9;;27;
SHH;5000;5;;23;
SHI;9842;17;;35;
SHJ;13320;12;;30;984
SHL;6000;4;1000;22;
SHM;6560;15;;33;
SHN;5005;5;;23;
SHO;5118;5;;23;
SHQ;2680;1;;19;
SHR;5039;5;;23;
SHR;8300;14;;32;
SHT;4521;18;459;36;492
SHV;6202;6;;24;
SHV;8351;14;;32;375
SHW;11975;8;;26;
SHX;3400;16;;34;
SHX;5000;18W;;36W;
SID;4921;7;;25;
SID;10735;1;885;19;
SIF;3911;1;;19;
SIG;5317;9;;27;500
SIJ;3556;7;;25;
SIK;5502;2;;20;
SIN;13123;02C;;20C;
SIN;13123;02L;;20R;2429
SIO;5246;6;;24;571
SIP;12142;01L;;19R;
SIQ;3839;14;;32;
SIR;6562;07R;164;25L;164
SIS;5709;17;;35;
SIT;6500;11;;29;
SIV;4360;18;;36;
SIX;3608;10;;28;
SJC;4599;11;;29;
SJC;11000;12L;1307;30R;2537
SJC;11000;12R;1302;30L;2542
SJD;9843;16;;34;
SJE;4897;1;304;19;
SJI;6024;10;;28;
SJJ;8666;12;333;30;1666
SJK;8780;15;;33;
SJL;8530;5;;23;
SJN;3400;3;190;21;
SJN;5322;14;;32;92
SJO;9882;7;;25;1969
SJP;5381;7;;25;
SJT;4402;9;;27;
SJT;5939;3;;21;
SJT;8049;18;889;36;
SJU;8016;10;;28;
SJU;10002;8;;26;220
SJW;11155;15;;33;
SJY;5062;14;;32;
SJZ;4633;13;466;31;466
SKA;13901;5;;23;
SKB;7602;7;200;25;
SKD;10170;9;;27;
SKE;4596;1;189;19;189
SKF;11550;15;;33;
SKG;7907;16;;34;
SKG;8005;10;;28;
SKH;3400;2;;20;
SKK;4001;14;;32;
SKN;3015;9;;27;
SKO;9844;8;;26;
SKP;8038;16;;34;
SKS;9750;10R;;28L;
SKS;9863;10L;;28R;
SKT;11811;22L;;04R;
SKU;9849;17;541;35;2625
SKV;6939;17;;35;
SKW;3400;9;;27;
SKZ;9000;14;;32;
SLA;7874;6;;24;
SLA;9842;2;;20;
SLB;3034;13;172;31;
SLB;5000;17;;35;
SLC;4892;14;;32;
SLC;9596;17;;35;324
SLC;12000;16R;;34L;
SLC;12004;16L;;34R;
SLD;7874;18;;36;
SLE;5145;16;;34;
SLE;5811;13;;31;
SLF;9860;10;;28;
SLG;4999;18;;36;
SLH;2723;15;;33;
SLK;3998;9;;27;
SLK;6573;5;;23;
SLL;10965;7;;25;
SLM;6594;8;;26;
SLM;8202;3;;21;
SLN;3648;4;;22;
SLN;4300;18;;36;
SLN;6510;12;;30;
SLN;12300;17;;35;
SLO;4098;18;;36;
SLP;3259;4;;22;
SLP;9867;14;;32;
SLQ;3100;14;;32;
SLR;5001;1;;19;
SLT;7347;6;;24;
SLU;5735;9;426;27;1007
SLV;4035;14;;32;
SLW;9506;17;;35;
SLY;8917;4;;22;
SLZ;4803;9;;27;
SLZ;7828;6;;24;
SMA;10000;18;;36;
SMB;3937;1;;19;
SMB;4921;7;;25;
SMD;2910;13;720;31;
SMD;3110;5;200;23;
SME;5800;5;;23;300
SMF;8600;16R;;34L;
SMF;8601;16L;;34R;
SMI;6706;9;230;27;
SMK;4001;2;;20;
SML;4000;13;;31;
SMN;5150;17;;35;
SMO;4973;3;;21;
SMQ;6060;13;;31;
SMR;5577;1;;19;
SMS;3451;1;;19;290
SMT;5577;5;;23;
SMV;5905;3;;21;360
SMW;9850;16;;34;
SMX;5130;2;;20;
SMX;6304;12;;30;
SNA;2887;02R;;20L;
SNA;5700;02L;;20R;
SNB;4734;13;;31;
SNC;3641;8;;26;
SNC;7995;13;;31;
SNE;4593;1;;19;
SNF;4921;4;;22;
SNG;3936;18;;36;
SNH;5597;8;;26;
SNK;4200;8;;26;
SNK;5600;17;;35;
SNL;5600;17;;35;408
SNN;10495;6;;24;459
SNO;8530;5;;23;
SNP;6500;18;;36;
SNR;7874;8;;26;
SNS;4825;13;;31;
SNS;6004;8;395;26;
SNU;9898;8;;26;
SNV;5445;11;;29;
SNW;5502;2;;20;
SNY;4700;3;;21;
SNY;6600;13;;31;
SNZ;8986;5;;23;
SOB;8202;16;;34;
SOC;8530;8;305;26;325
SOD;4856;18;;36;
SOF;9186;9;;27;
SOG;3150;6;;24;
SOJ;3015;15;394;33;394
SOM;6299;8;;26;
SON;6523;12;;30;
SOO;8281;12;;30;228
SOP;5503;5;;23;
SOQ;6070;9;;27;
SOT;4921;16;;34;
SOU;5653;2;240;20;145
SOW;3937;3;;21;
SOW;7200;6;700;24;750
SOX;6171;4;;22;
SOZ;8619;18;;36;
SPA;5202;5;;23;
SPC;7218;1;;19;
SPD;6000;16;;34;
SPF;3975;8;;26;
SPF;6400;13;;31;
SPI;5300;18;;36;
SPI;7000;13;600;31;
SPI;7999;4;;22;
SPJ;3280;6;200;24;102
SPM;10007;5;;23;
SPN;8700;7;;25;
SPP;11483;13;;31;
SPS;6000;15L;;33R;
SPS;7021;17;;35;
SPS;10003;15C;;33C;
SPS;13101;15R;;33L;
SPU;8366;5;;23;525
SPW;5100;18;;36;
SPW;6000;12;;30;500
SPY;6234;3;;21;328
SPZ;5302;18;363;36;
SQA;2804;8;;26;
SQC;4337;9;;27;
SQC;4609;14;;32;
SQG;4256;8;;26;
SQH;7874;12;;30;
SQI;3899;18;;36;
SQI;6500;7;;25;
SQL;2600;12;;30;
SQM;4921;8;;26;
SQO;7490;15;;33;
SQQ;10761;14R;;32L;
SQQ;11483;14L;;32R;
SQR;3340;12;;30;
SQV;3500;09L;;27R;
SQV;3500;09R;;27L;
SQW;3933;14;;32;
SQX;4134;17;;35;
SQY;3609;3;;21;
SQZ;8990;4;;22;
SRA;3937;7;;25;
SRE;9300;5;2353;23;1690
SRG;6070;13;;31;
SRH;5906;4;;22;
SRI;3806;4;;22;
SRJ;5906;18;;36;
SRN;4002;18;;36;
SRP;3937;14;;32;
SRQ;5009;4;;22;
SRQ;9500;14;1350;32;1147
SRR;2919;15;;33;
SRT;6100;5;;23;
SRV;2601;18;;36;
SRW;5500;2;;20;
SRX;11807;13;;31;
SRX;11807;18;;36;
SRY;8688;16;;34;1687
SRZ;9144;15;;33;
SSA;4987;17;;35;
SSA;9859;10;;28;
SSC;8001;04R;;22L;
SSC;10016;04L;;22R;
SSD;3445;15;;33;
SSE;4472;15;;33;
SSF;4128;14;584;32;372
SSF;4835;9;206;27;
SSG;9647;5;;23;
SSH;10108;04L;;22R;
SSH;10108;04R;;22L;
SSI;3313;16;;34;
SSI;5800;4;1000;22;910
SSJ;3563;3;262;21;345
SSN;9000;1;;19;
SSN;9700;2;;20;
SSO;3510;5;;23;
SSQ;4700;18;;36;
SST;4921;17;;35;
SSY;5905;16;;34;
SSZ;4560;17;;35;
STA;4757;9;;27;
STB;8835;18;261;36;
STC;3000;5;;23;
STC;7000;13;;31;
STD;9990;11;;29;
STE;3635;12;;30;
STE;6028;3;;21;
STG;5000;11;;29;
STH;3280;11;;29;
STI;8595;11;;29;
STJ;4797;13;;31;
STJ;8059;17;;35;
STK;2500;3;;21;
STK;4692;15;411;33;
STL;7602;6;;24;
STL;9001;11;;29;
STL;9003;12L;;30R;
STL;11019;12R;467;30L;201
STM;7874;10;;28;
STN;10003;4;;22;
STP;3657;9;;27;
STP;4115;13;;31;
STP;6711;14;340;32;500
STQ;4300;10;;28;
STR;10974;7;984;25;
STS;5202;2;;20;
STS;6000;14;;32;
STT;7000;10;;28;2300
STV;7382;4;;22;
STW;8631;7;;25;
STX;10004;10;;28;983
STY;5210;5;;23;
STZ;4921;8;;26;
SUA;4652;7;;25;400
SUA;5000;16;335;34;880
SUA;5826;12;660;30;460
SUB;9843;10;;28;
SUD;3000;18;;36;
SUE;3200;10;;28;
SUE;4600;2;;20;
SUF;7920;10;348;28;351
SUG;5603;18;;36;
SUI;12012;12;;30;
SUJ;8160;1;;19;
SUL;4975;1;;19;
SUL;6000;01L;;19R;
SUM;3081;14;;32;
SUM;5501;5;;23;
SUN;6952;13;1501;31;
SUO;5455;18;988;36;
SUP;3816;12;90;30;
SUR;3500;17;;35;
SUS;5000;08L;;26R;
SUS;7485;08R;;26L;481
SUU;10992;03R;;21L;
SUU;11001;03L;;21R;
SUV;6129;10;394;28;
SUW;4000;13;;31;
SUW;5100;3;;21;
SUX;6600;17;;35;
SUX;9002;13;;31;
SVA;4400;5;;23;
SVB;4577;16;;34;
SVC;4637;3;;21;
SVC;4675;12;;30;
SVC;5473;17;109;35;
SVC;6802;8;;26;
SVD;9000;4;;22;985
SVE;4049;11;;29;
SVG;8035;11;329;29;501
SVG;9369;18;492;36;492
SVH;7006;10;1000;28;550
SVI;4921;14;;32;
SVJ;3104;1;;19;
SVL;7546;12;;30;
SVN;11375;10;;28;
SVO;11647;06L;;24R;
SVO;12139;06R;;24L;
SVP;8202;8;;26;
SVQ;11024;9;;27;
SVS;4000;5;;23;
SVW;4100;16;;34;
SVX;8192;08L;;26R;
SVX;9925;08R;;26L;1066
SVZ;6135;17;;35;
SWA;9186;4;;22;
SWC;2802;18;;36;
SWC;4603;11;;29;
SWD;4240;13;;31;
SWF;6006;16;;34;
SWF;11818;9;2000;27;2000
SWH;3166;4;;22;
SWH;4905;8;;26;
SWJ;2674;14;;32;
SWO;5002;4;;22;
SWO;7401;17;;35;
SWQ;4754;14;;32;
SWS;2812;10;108;28;98
SWS;4429;4;200;22;295
SWU;7535;16;;34;
SWU;9000;15L;;33R;
SWU;9000;15R;;33L;
SWW;5659;4;;22;
SWW;5840;17;;35;
SXB;7874;5;;23;
SXE;5010;9;;27;
SXF;8891;07L;;25R;
SXF;9843;07R;;25L;
SXH;3150;18;;36;
SXI;8345;12;4160;30;
SXK;2953;12;;30;
SXL;3933;11;98;29;98
SXM;7152;10;;28;
SXM;7708;9;162;27;394
SXN;5381;11;;29;
SXO;4757;12;;30;
SXP;3015;1;;19;
SXP;15000;09W;;27W;
SXP;15000;18W;;36W;
SXQ;5000;7;;25;
SXR;12090;13;;31;
SXV;5925;4;;22;
SXX;5249;13;;31;
SXY;4204;7;;25;
SXZ;5905;6;;24;
SYA;10000;10;;28;
SYD;7999;16L;758;34R;125
SYD;8300;7;;25;324
SYD;12999;16R;279;34L;
SYE;11483;18;;36;
SYI;5003;18;;36;
SYJ;12356;14;;32;
SYK;3675;7;;25;
SYN;2550;18;;36;
SYO;6560;9;;27;
SYP;3937;17;;35;
SYQ;5250;9;200;27;
SYR;7500;15;;33;
SYR;9003;10;;28;
SYT;4921;15R;;33L;295
SYT;6660;15L;;33R;
SYV;3293;1;;19;
SYX;11155;8;;26;
SYY;3281;6;;24;
SYY;7218;18;394;36;
SYZ;14051;11R;;29L;
SYZ;14345;11L;;29R;
SZA;6857;7;;25;
SZB;12401;15;;33;
SZF;9843;13;;31;
SZG;9022;15;656;33;787
SZJ;5905;5;;23;
SZK;5085;17;;35;
SZL;12400;1;;19;
SZP;2713;4;;22;
SZR;8200;17;;35;
SZS;2625;4;;22;220
SZW;9843;6;;24;
SZX;11155;15;;33;
SZZ;8202;13;;31;
TAB;9002;11;1003;29;
TAC;7014;18;;36;
TAD;5498;3;;21;
TAD;5500;9;;27;
TAE;9000;13L;;31R;
TAF;9037;8;;26;
TAG;5837;17;;35;380
TAH;4035;15;;33;
TAI;10040;1;;19;
TAK;8200;8;;26;
TAL;4400;7;;25;
TAM;3937;9;;27;
TAM;4265;18;;36;
TAM;8366;13;;31;
TAO;11155;17;;35;
TAP;6562;5;;23;
TAQ;4166;4;;22;
TAQ;4265;9;;27;
TAR;5610;17;;35;
TAS;12812;08R;650;26L;680
TAS;13123;08L;820;26R;820
TAT;8530;9;;27;
TAW;3806;10;;28;
TAY;5902;8;;26;
TAZ;8858;09L;;27R;
TBB;2770;2;;20;
TBB;9520;03L;;21R;
TBC;6230;15;1520;33;
TBF;3365;14;;32;
TBG;4232;14;;32;
TBH;4560;3;;21;
TBJ;9416;9;;27;
TBK;3408;10;;28;
TBL;3444;9;;27;
TBM;2953;9;;27;
TBN;6038;14;501;32;526
TBP;8202;14;;32;
TBR;4383;5;;23;
TBR;6000;14;;32;300
TBS;8202;13L;;31R;
TBS;9843;13R;;31L;
TBT;7054;12;;30;
TBU;4951;17;;35;
TBU;8795;11;;29;
TBZ;11537;12R;;30L;
TBZ;11825;12L;;30R;
TCA;3468;11;;29;
TCA;6427;7;;25;
TCB;7001;14;;32;
TCC;4599;8;;26;
TCC;7102;3;;21;
TCE;6517;16;;34;
TCH;5906;15;;33;
TCJ;2500;2;;20;
TCL;4001;11;;29;
TCL;6499;4;;22;
TCM;3000;160;;340;
TCM;10108;16;;34;
TCN;6530;13;;31;
TCO;5249;6;;24;
TCP;13123;04L;;22R;
TCQ;8202;2;;20;
TCR;4434;10;;28;
TCS;2900;15;;33;
TCS;2932;7;;25;
TCS;3301;1;;19;
TCS;7108;11;;29;
TCS;7200;13;;31;
TCW;3937;9;;27;
TCW;4596;18;;36;
TCX;9977;15;;33;
TDA;3609;5;;23;
TDD;7874;14;;32;
TDG;4765;3;;21;190
TDL;8366;1;;19;
TDN;3215;3;;21;
TDO;4480;6;;24;
TDP;6075;10;;28;
TDR;4406;17;;35;
TDS;2953;14;;32;
TDW;3000;5;;23;
TDW;5099;17;290;35;299
TDX;4950;5;;23;
TDZ;3664;4;;22;90
TDZ;5830;14;580;32;580
TEA;4415;6;;24;
TEB;6013;6;;24;
TEB;7000;1;771;19;770
TEC;5906;2;;20;
TED;5249;10;;28;
TEE;7874;12;;30;
TEE;9843;11;;29;
TEF;6562;12;;30;
TEK;3701;12;;30;
TEK;8000;13W;;31W;
TEM;2674;9;;27;
TEM;4816;18;;36;
TEM;6454;5;;23;
TEO;2756;10;;28;
TEQ;9844;5;;23;
TER;10870;15;;33;
TET;8225;1;;19;
TEU;3547;8;;26;
TEV;9268;18;;36;
TEX;6870;9;;27;
TEY;3117;14;;32;
TEZ;9010;5;;23;
TFF;7218;15;;33;
TFI;2887;6;;24;
TFL;3904;11;;29;
TFN;11155;12;;30;
TFS;10499;7;;25;
TGA;8999;18;;36;
TGC;4912;5;;23;
TGD;7145;8;;26;
TGD;8202;18;;36;
TGE;5300;14;;32;
TGG;6600;4;;22;
TGK;9052;10;;28;
TGM;6562;7;;25;
TGN;3015;9;;27;
TGN;4692;3;;21;
TGQ;4921;18;;36;
TGR;9843;1;;19;
TGT;4160;6;;24;
TGU;6112;2;670;20;
TGV;7260;11;;29;
TGZ;8202;14;;32;
THA;2693;9;;27;
THA;5000;6;;24;502
THA;5002;18;;36;
THE;7218;2;;20;
THG;2605;14;;32;
THG;4993;10;;28;
THL;7002;4;;22;
THM;4200;7;;25;
THN;5610;15;;33;689
THO;3934;2;;20;
THP;4800;1;;19;
THR;13098;11L;;29R;
THR;13248;11R;3075;29L;
THS;6890;18;;36;
THU;9997;8;;26;
THU;9997;08T;;26T;
THV;5188;17;800;35;740
THZ;7053;6;;24;
TIA;8971;18;;36;
TIB;4921;9;;27;
TID;9843;8;;26;
TIF;10991;17;;35;
TIF;12254;7;;25;
TIH;3937;6;;24;
TIJ;9711;9;;27;
TIK;10000;12;;30;
TIK;11100;17;;35;
TIL;4000;7;;25;
TIM;7841;12;;30;
TIN;9840;8;;26;
TIN;9840;08R;;26L;
TIP;8650;18;;36;375
TIP;11815;9;;27;
TIQ;8600;8;;26;
TIR;7500;8;;26;
TIU;3652;11;;29;365
TIU;3898;02L;;20R;
TIU;4200;02R;;20L;
TIV;8208;14;;32;
TIW;5002;17;;35;
TIX;5000;9;;27;
TIX;7319;18;319;36;
TIY;5249;7;;25;
TIZ;5197;14;;32;
TJA;10007;13;;31;
TJB;2953;9;;27;
TJG;4601;6;;24;
TJH;3937;1;;19;
TJI;3515;6;;24;
TJK;5298;4;;22;
TJL;6562;7;;25;
TJM;8871;12;;30;
TJM;9852;3;;21;
TJQ;6065;18;;36;
TJS;3773;3;;21;
TJU;9843;1;;19;
TJV;4757;14;;32;
TJV;5680;7;1000;25;
TKA;3500;18;;36;
TKC;4512;5;;23;
TKD;5745;4;;22;656
TKF;4650;2;;20;115
TKF;7000;11;;29;
TKG;8202;14;;32;
TKH;9843;18;;36;
TKJ;2509;7;;25;
TKK;6006;4;;22;
TKN;6561;1;;19;
TKP;3018;7;;25;
TKQ;5797;16;;34;
TKS;6560;11;;29;
TKT;4921;9;;27;
TKU;8202;8;;26;
TKX;3452;7;;25;
TKY;4593;3;;21;
TKZ;2789;13;;31;
TLA;3000;7;;25;
TLC;13780;15;295;33;525
TLE;2625;11;;29;
TLE;6562;4;;22;
TLH;6076;18;;36;
TLH;8000;9;;27;
TLJ;3800;16;;34;
TLL;10072;8;820;26;
TLM;8530;7;;25;
TLN;6240;13;951;31;360
TLN;6955;5;722;23;
TLO;2789;10;;28;
TLR;3914;13;;31;
TLS;9843;14L;;32R;
TLS;11483;14R;;32L;
TLV;9094;3;;21;
TLV;10209;12;;30;246
TLV;13327;8;;26;1969
TLW;5250;14;;32;
TLX;3660;3;;21;
TLZ;4593;17;;35;
TMA;3805;10;;28;
TMA;5504;15;;33;
TMB;4001;13;;31;
TMB;4999;09R;;27L;
TMB;5001;09L;;27R;
TMC;5905;10;;28;
TME;6561;7;;25;
TMI;4000;16;;34;
TMJ;9843;7;;25;
TML;7999;5;;23;
TMM;7218;1;;19;
TMO;9765;8;;26;
TMP;8858;6;;24;
TMR;11811;2;;20;
TMS;7283;11;200;29;200
TMT;5249;9;;27;
TMW;2762;6;;24;
TMW;3346;18;121;36;
TMW;3642;12R;;30L;
TMW;7218;12L;;30R;
TMX;9843;6;;24;
TNA;11812;1;;19;
TNC;4700;16;;34;
TND;5909;6;;24;984
TNE;6544;13;;31;
TNF;3445;07R;;25L;
TNF;3609;07L;;25R;
TNG;11483;10;;28;1640
TNI;3476;11;;29;
TNJ;7380;4;;22;1476
TNM;4238;11;;29;
TNN;10007;18L;;36R;
TNN;10007;18R;;36L;
TNO;2625;7;;25;
TNP;3800;17;;35;
TNP;5531;8;;26;
TNR;10171;11;;29;
TNT;10499;9;;27;
TNU;5599;14;;32;
TNX;4248;2;;20;
TOA;3000;11R;;29L;
TOA;5001;11L;541;29R;540
TOB;9835;9;;27;
TOB;9865;15;;33;
TOB;9895;2;;20;
TOC;2951;9;;27;
TOC;4003;2;;20;
TOD;3255;2;;20;
TOE;10581;9;;27;
TOF;8202;2;;20;
TOG;4400;3;;21;
TOH;2789;10;;28;
TOI;5009;7;;25;
TOI;5022;14;;32;
TOJ;12001;5;;23;
TOL;5599;16;;34;
TOL;10600;7;;25;
TOM;6923;7;;25;
TOO;3215;8;;26;
TOP;3002;4;;22;
TOP;4331;18;;36;
TOP;5099;13;;31;
TOQ;5380;13;;31;
TOR;3000;2;;20;
TOR;5701;10;;28;
TOS;7848;1;;19;1286
TOU;3609;13;;31;
TOW;5479;2;;20;
TOY;6562;2;;20;
TPA;6999;10;;28;
TPA;8300;19L;;01R;
TPA;11002;19R;;01L;
TPC;5151;12;;30;
TPE;10991;05R;347;23L;1167
TPE;12008;05L;;23R;
TPF;2688;17;200;35;200
TPF;3405;3;;21;
TPH;5464;11;;29;
TPH;7057;15;;33;
TPK;4170;14;;32;
TPL;4740;2;;20;
TPL;6301;15;;33;
TPP;8530;17;;35;
TPQ;7546;2;;20;
TPS;8852;13;;31;820
TQD;12087;12L;;30R;
TQD;13186;12R;;30L;3403
TQP;5902;14;;32;
TQQ;3078;13;;31;
TQS;6220;7;;25;
TRA;4921;18;;36;
TRC;5637;8;984;26;
TRC;9022;12;;30;
TRD;9052;9;830;27;459
TRE;2690;11;;29;
TRE;4600;5;;23;171
TRF;9675;18;1231;36;1231
TRG;2543;07L;;25R;
TRG;5988;07R;;25L;
TRH;5930;17;;35;
TRI;4442;9;;27;
TRI;8030;5;;23;
TRK;7382;6;;24;
TRL;3014;14;;32;
TRL;5006;17;;35;
TRM;4995;12;;30;
TRM;8500;17;;35;
TRN;10827;18;2378;36;1148
