id;type_aero;nom;latitude_deg;longitude_deg;elevation_ft;code_continent;code_pays;municipalite;code_icao;fuseau
AMA;large_airport;Rick Husband Amarillo International Airport;35.219398498535156;-101.70600128173828;3607;NA;US;Amarillo;KAMA;America/Chicago
AMB;small_airport;Ambilobe Airport;-13.188400268554688;48.987998962402344;72;AF;MG;;FMNE;Indian/Antananarivo
AMC;small_airport;Am Timan Airport;11.0340003967;20.274000167799997;1420;AF;TD;Am Timan;FTTN;Africa/Ndjamena
AMD;medium_airport;Sardar Vallabhbhai Patel International Airport;23.0771999359;72.63469696039999;189;AS;IN;Ahmedabad;VAAH;Asia/Kolkata
AMF;small_airport;Ama Airport;-4.10111111111;141.67;145;OC;PG;;AYAA;Pacific/Port_Moresby
AMH;medium_airport;Arba Minch Airport;6.0393900871276855;37.59049987792969;3901;AF;ET;;HAAM;Africa/Addis_Ababa
AMI;small_airport;Selaparang Airport;-8.560709953309999;116.095001221;52;AS;ID;Mataram-Lombok Island;WADA;Asia/Makassar
AMJ;small_airport;Cirilo Queiróz Airport;-16.18389;-40.66722;640;SA;BR;Almenara;SNAR;America/Sao_Paulo
AMM;large_airport;Queen Alia International Airport;31.7226009369;35.9931983948;2395;AS;JO;Amman;OJAI;Asia/Amman
AMN;small_airport;Gratiot Community Airport;43.322101593;-84.68800354;754;NA;US;Alma;KAMN;America/Detroit
AMO;small_airport;Mao Airport;14.145600318908691;15.314399719238281;1072;AF;TD;Mao;FTTU;Africa/Ndjamena
AMP;small_airport;Ampanihy Airport;-24.69969940185547;44.73419952392578;771;AF;MG;Ampanihy;FMSY;Indian/Antananarivo
AMQ;medium_airport;Pattimura Airport, Ambon;-3.7102599144;128.089004517;33;AS;ID;Ambon;WAPP;Asia/Jayapura
AMS;large_airport;Amsterdam Airport Schiphol;52.3086013794;4.763889789579999;-11;EU;NL;Amsterdam;EHAM;Europe/Amsterdam
AMT;small_airport;Amata Airport;-26.108299255371094;131.20700073242188;695;OC;AU;;YAMT;Australia/Adelaide
AMU;small_airport;Amanab Airport;-3.586;141.214333333;1307;OC;PG;Amanab;AYAM;Pacific/Port_Moresby
AMV;medium_airport;Amderma Airport;69.76329803466797;61.556400299072266;13;AS;RU;Amderma;ULDD;Europe/Moscow
AMW;small_airport;Ames Municipal Airport;41.992001;-93.621803;956;NA;US;Ames;KAMW;America/Chicago
AMX;small_airport;Ammaroo Airport;-21.738300323486328;135.24200439453125;;OC;AU;;YAMM;Australia/Darwin
AMZ;medium_airport;Ardmore Airport;-37.029701232910156;174.97300720214844;111;OC;NZ;Manurewa;NZAR;Pacific/Auckland
ANB;medium_airport;Anniston Metropolitan Airport;33.58819962;-85.85810089;612;NA;US;Anniston;KANB;America/Chicago
ANC;large_airport;Ted Stevens Anchorage International Airport;61.174400329589844;-149.99600219726562;152;NA;US;Anchorage;PANC;America/Anchorage
AND;medium_airport;Anderson Regional Airport;34.4945983887;-82.70939636230001;782;NA;US;Anderson;KAND;America/New_York
ANE;medium_airport;Angers-Loire Airport;47.560298919677734;-0.3122220039367676;194;EU;FR;Angers/Marcé;LFJR;Europe/Paris
ANF;medium_airport;Cerro Moreno Airport;-23.444499969482422;-70.44509887695312;455;SA;CL;Antofagasta;SCFA;America/Santiago
ANG;medium_airport;Angoulême-Brie-Champniers Airport;45.72919845581055;0.22145600616931915;436;EU;FR;Angoulême/Brie/Champniers;LFBU;Europe/Paris
ANI;medium_airport;Aniak Airport;61.581600189208984;-159.54299926757812;88;NA;US;Aniak;PANI;America/Anchorage
ANJ;small_airport;Zanaga Airport;-2.8499999046325684;13.817000389099121;1870;AF;CG;Zanaga;FCBZ;Africa/Brazzaville
ANK;medium_airport;Etimesgut Air Base;39.949798584;32.6885986328;2653;AS;TR;Ankara;LTAD;Europe/Istanbul
ANM;medium_airport;Antsirabato Airport;-14.99940013885498;50.3202018737793;20;AF;MG;;FMNH;Indian/Antananarivo
ANN;medium_airport;Annette Island Airport;55.04240036010742;-131.57200622558594;119;NA;US;Annette;PANT;America/Metlakatla
ANO;small_airport;Angoche Airport;-16.181869506835938;39.94521713256836;121;AF;MZ;Angoche;FQAG;Africa/Maputo
ANP;small_airport;Lee Airport;38.942902;-76.568398;34;NA;US;Annapolis;KANP;America/New_York
ANQ;small_airport;Tri State Steuben County Airport;41.639702;-85.083504;995;NA;US;Angola;KANQ;America/Indiana/Indianapolis
ANR;medium_airport;Antwerp International Airport (Deurne);51.1893997192;4.46027994156;39;EU;BE;Antwerp;EBAW;Europe/Brussels
ANS;small_airport;Andahuaylas Airport;-13.706399917602539;-73.35040283203125;11300;SA;PE;Andahuaylas;SPHY;America/Lima
ANU;medium_airport;V.C. Bird International Airport;17.1367;-61.792702;62;NA;AG;St. George;TAPA;America/Antigua
ANV;medium_airport;Anvik Airport;62.646702;-160.190994;291;NA;US;Anvik;PANV;America/Anchorage
ANW;small_airport;Ainsworth Municipal Airport;42.579201;-99.992996;2589;NA;US;Ainsworth;KANW;America/Chicago
ANX;medium_airport;Andøya Airport;69.292503356934;16.144199371338;43;EU;NO;Andenes;ENAN;Europe/Oslo
ANY;small_airport;Anthony Municipal Airport;37.158501;-98.079597;1340;NA;US;Anthony;KANY;America/Chicago
AOC;medium_airport;Altenburg-Nobitz Airport;50.9819450378418;12.506388664245605;640;EU;DE;Altenburg;EDAC;Europe/Berlin
AOE;medium_airport;Anadolu Airport;39.809898;30.5194;2588;AS;TR;Eskişehir;LTBY;Europe/Istanbul
AOG;medium_airport;Anshan Air Base;41.105301;122.853996;;AS;CN;Anshan;ZYAS;Asia/Shanghai
AOH;small_airport;Lima Allen County Airport;40.706902;-84.026703;975;NA;US;Lima;KAOH;America/New_York
AOI;medium_airport;Ancona Falconara Airport;43.616299;13.3623;49;EU;IT;Ancona;LIPY;Europe/Rome
AOJ;medium_airport;Aomori Airport;40.73469924926758;140.6909942626953;664;AS;JP;Aomori;RJSA;Asia/Tokyo
AOK;medium_airport;Karpathos Airport;35.4213981628418;27.145999908447266;66;EU;GR;Karpathos Island;LGKP;Europe/Athens
AOL;medium_airport;Paso De Los Libres Airport;-29.6894;-57.1521;230;SA;AR;Paso de los Libres;SARL;America/Argentina/Cordoba
AOO;medium_airport;Altoona Blair County Airport;40.29639816;-78.31999969;1503;NA;US;Altoona;KAOO;America/New_York
AOP;small_airport;Alferez FAP Alfredo Vladimir Sara Bauer Airport;-2.79612994194;-76.46659851070001;728;SA;PE;Andoas;SPAS;America/Lima
AOR;medium_airport;Sultan Abdul Halim Airport;6.189670085906982;100.39800262451172;15;AS;MY;Alor Satar;WMKA;Asia/Kuala_Lumpur
AOT;medium_airport;Aosta Airport;45.738499;7.36872;1791;EU;IT;Aosta;LIMW;Europe/Rome
AOU;small_airport;Attopeu Airport;14.814715357;106.821699142;344;AS;LA;Attopeu;VLAP;Asia/Vientiane
APA;medium_airport;Centennial Airport;39.57009888;-104.848999;5885;NA;US;Denver;KAPA;America/Denver
APB;small_airport;Apolo Airport;-14.735600471496582;-68.41190338134766;4639;SA;BO;Apolo;SLAP;America/La_Paz
APC;small_airport;Napa County Airport;38.2132;-122.280998;35;NA;US;Napa;KAPC;America/Los_Angeles
APE;small_airport;San Juan Aposento Airport;-15.353899955749512;-75.16709899902344;23;SA;PE;San Juan Aposento;SPAO;America/Lima
APF;medium_airport;Naples Municipal Airport;26.1525993347;-81.7752990723;8;NA;US;Naples;KAPF;America/New_York
APG;medium_airport;Phillips Army Air Field;39.466202;-76.1688;57;NA;US;Aberdeen Proving Grounds(Aberdeen);KAPG;America/New_York
APH;small_airport;A P Hill Aaf (Fort A P Hill) Airport;38.06890106;-77.31829834;220;NA;US;Fort A. P. Hill;KAPH;America/New_York
API;medium_airport;Gomez Nino Apiay Air Base;4.07607;-73.5627;1207;SA;CO;Apiay;SKAP;America/Bogota
APK;small_airport;Apataki Airport;-15.573599815368652;-146.4149932861328;8;OC;PF;Apataki;NTGD;Pacific/Tahiti
APL;medium_airport;Nampula Airport;-15.105600357055664;39.28179931640625;1444;AF;MZ;Nampula;FQNP;Africa/Maputo
APN;medium_airport;Alpena County Regional Airport;45.0780983;-83.56030273;690;NA;US;Alpena;KAPN;America/Detroit
APO;medium_airport;Antonio Roldan Betancourt Airport;7.81196;-76.7164;46;SA;CO;Carepa;SKLC;America/Bogota
APQ;small_airport;Arapiraca Airport;-9.775360107421875;-36.62919998168945;886;SA;BR;Arapiraca;SNAL;America/Maceio
APR;small_airport;April River Airport;-4.67666666667;142.540138889;220;OC;PG;April River;AYPE;Pacific/Port_Moresby
APS;small_airport;Anápolis Airport;-16.3623008728;-48.9271011353;3648;SA;BR;Anápolis;SWNS;America/Sao_Paulo
APT;small_airport;Marion County Brown Field;35.060699;-85.585297;641;NA;US;Jasper;KAPT;America/Chicago
APU;small_airport;Apucarana Airport;-23.609501;-51.384499;2641;SA;BR;Apucarana;SSAP;America/Sao_Paulo
APV;small_airport;Apple Valley Airport;34.575298309299995;-117.185997009;3062;NA;US;Apple Valley;KAPV;America/Los_Angeles
APW;medium_airport;Faleolo International Airport;-13.829999923706055;-172.00799560546875;58;OC;WS;Apia;NSFA;Pacific/Apia
APX;small_airport;Arapongas Airport;-23.3529;-51.491699;2599;SA;BR;Arapongas;SSOG;America/Sao_Paulo
APY;small_airport;Alto Parnaíba Airport;-9.083610534667969;-45.950557708740234;968;SA;BR;Alto Parnaíba;SNAI;America/Fortaleza
APZ;medium_airport;Zapala Airport;-38.975498;-70.113602;3330;SA;AR;Zapala;SAHZ;America/Argentina/Salta
AQA;medium_airport;Araraquara Airport;-21.812000274699997;-48.1329994202;2334;SA;BR;Araraquara;SBAQ;America/Sao_Paulo
AQB;small_airport;Santa Cruz del Quiche Airport;15.012200355529785;-91.15059661865234;6631;NA;GT;Santa Cruz del Quiche;MGQC;America/Guatemala
AQG;medium_airport;Anqing Tianzhushan Airport;30.582199;117.050003;;AS;CN;Anqing;ZSAQ;Asia/Shanghai
AQI;medium_airport;Al Qaisumah/Hafr Al Batin Airport;28.335199;46.125099;1174;AS;SA;Qaisumah;OEPA;Asia/Riyadh
AQJ;medium_airport;Aqaba King Hussein International Airport;29.611600875854492;35.01810073852539;175;AS;JO;Aqaba;OJAQ;Asia/Amman
AQM;small_airport;Nova Vida Airport;-10.178055763244629;-62.825557708740234;410;SA;BR;Ariquemes;SWNI;America/Porto_Velho
AQP;medium_airport;Rodríguez Ballón International Airport;-16.3411006927;-71.5830993652;8405;SA;PE;Arequipa;SPQU;America/Lima
ARA;medium_airport;Acadiana Regional Airport;30.0378;-91.883904;24;NA;US;New Iberia;KARA;America/Chicago
ARB;small_airport;Ann Arbor Municipal Airport;42.2229995728;-83.74559783939999;839;NA;US;Ann Arbor;KARB;America/Detroit
ARC;medium_airport;Arctic Village Airport;68.1147;-145.578995;2092;NA;US;Arctic Village;PARC;America/Anchorage
ARD;small_airport;Mali Airport;-8.132340431213379;124.59700012207031;10;AS;ID;Alor Island;WATM;Asia/Makassar
ARE;medium_airport;Antonio Nery Juarbe Pol Airport;18.4500007629;-66.6753005981;23;NA;PR;Arecibo;TJAB;America/Puerto_Rico
ARG;small_airport;Walnut Ridge Regional Airport;36.124667;-90.925111;279;NA;US;Walnut Ridge;KARG;America/Chicago
ARH;medium_airport;Talagi Airport;64.60030364990234;40.71670150756836;62;EU;RU;Archangelsk;ULAA;Europe/Moscow
ARI;medium_airport;Chacalluta Airport;-18.348499298095703;-70.33869934082031;167;SA;CL;Arica;SCAR;America/Santiago
ARJ;small_airport;Arso Airport;-2.933332920074463;140.78334045410156;208;AS;ID;Arso-Papua Island;WAJA;Asia/Jayapura
ARK;medium_airport;Arusha Airport;-3.3677899837493896;36.63330078125;4550;AF;TZ;Arusha;HTAR;Africa/Dar_es_Salaam
ARL;small_airport;Arly Airport;11.597000122070312;1.4830000400543213;761;AF;BF;Arly;DFER;Africa/Ouagadougou
ARM;medium_airport;Armidale Airport;-30.528099060099997;151.617004395;3556;OC;AU;Armidale;YARM;Australia/Sydney
ARN;large_airport;Stockholm-Arlanda Airport;59.651901245117;17.918600082397;137;EU;SE;Stockholm;ESSA;Europe/Stockholm
ARQ;small_airport;El Troncal Airport;7.02106;-71.388901;512;SA;CO;Arauquita;SKAT;America/Bogota
ARR;small_airport;D. Casimiro Szlapelis Airport;-45.013599;-70.812202;2286;SA;AR;Alto Rio Senguerr;SAVR;America/Argentina/Catamarca
ART;medium_airport;Watertown International Airport;43.99190139770508;-76.02169799804688;325;NA;US;Watertown;KART;America/New_York
ARU;medium_airport;Araçatuba Airport;-21.1413002014;-50.4247016907;1361;SA;BR;Araçatuba;SBAU;America/Sao_Paulo
ARV;small_airport;Lakeland-Noble F. Lee Memorial field;45.92789841;-89.73090363;1629;NA;US;Minocqua-Woodruff;KARV;America/Chicago
ARW;medium_airport;Arad International Airport;46.17660140991211;21.261999130249023;352;EU;RO;Arad;LRAR;Europe/Bucharest
ARY;medium_airport;Ararat Airport;-37.30939865112305;142.98899841308594;1008;OC;AU;;YARA;Australia/Melbourne
ARZ;small_airport;N'zeto Airport;-7.259439945220947;12.863100051879883;69;AF;AO;N'zeto;FNZE;Africa/Luanda
ASA;medium_airport;Assab International Airport;13.071800231933594;42.64500045776367;46;AF;ER;Asab;HHSB;Africa/Asmara
ASB;medium_airport;Ashgabat Airport;37.98680114746094;58.361000061035156;692;AS;TM;Ashgabat;UTAA;Asia/Ashgabat
ASC;small_airport;Ascención De Guarayos Airport;-15.930299758911133;-63.156700134277344;807;SA;BO;Ascensión de Guarayos;SLAS;America/La_Paz
ASD;medium_airport;Andros Town Airport;24.697900772094727;-77.79560089111328;5;NA;BS;;MYAF;America/Nassau
ASE;medium_airport;Aspen-Pitkin Co/Sardy Field;39.22320175;-106.8690033;7820;NA;US;Aspen;KASE;America/Denver
ASF;medium_airport;Astrakhan Airport;46.2832984924;48.0063018799;-65;EU;RU;Astrakhan;URWA;Europe/Astrakhan
ASG;small_airport;Ashburton Aerodrome;-43.90330123901367;171.7969970703125;302;OC;NZ;;NZAS;Pacific/Auckland
ASH;small_airport;Boire Field;42.7817001343;-71.51480102539999;199;NA;US;Nashua;KASH;America/New_York
ASI;medium_airport;RAF Ascension Island;-7.969600200653076;-14.393699645996094;278;AF;SH;Ascension Island;FHAW;Atlantic/St_Helena
ASJ;medium_airport;Amami Airport;28.430599212646484;129.71299743652344;27;AS;JP;Amami;RJKA;Asia/Tokyo
ASK;medium_airport;Yamoussoukro Airport;6.9031701088;-5.36558008194;699;AF;CI;Yamoussoukro;DIYO;Africa/Abidjan
ASL;small_airport;Harrison County Airport;32.5205001831;-94.307800293;357;NA;US;Marshall;KASL;America/Chicago
ASM;medium_airport;Asmara International Airport;15.291899681091309;38.910701751708984;7661;AF;ER;Asmara;HHAS;Africa/Asmara
ASN;small_airport;Talladega Municipal Airport;33.569900512699995;-86.05090332030001;529;NA;US;Talladega;KASN;America/Chicago
ASO;medium_airport;Asosa Airport;10.018500328063965;34.586299896240234;5100;AF;ET;Asosa;HASO;Africa/Addis_Ababa
ASP;medium_airport;Alice Springs Airport;-23.806699752807617;133.90199279785156;1789;OC;AU;Alice Springs;YBAS;Australia/Darwin
ASQ;small_airport;Austin Airport;39.4679985046;-117.194999695;5730;NA;US;Austin;KTMT;America/Los_Angeles
ASR;medium_airport;Kayseri Erkilet Airport;38.770401001;35.4953994751;3463;AS;TR;Kayseri;LTAU;Europe/Istanbul
AST;medium_airport;Astoria Regional Airport;46.158000946;-123.878997803;15;NA;US;Astoria;KAST;America/Los_Angeles
ASU;medium_airport;Silvio Pettirossi International Airport;-25.239999771118164;-57.52000045776367;292;SA;PY;Asunción;SGAS;America/Asuncion
ASV;medium_airport;Amboseli Airport;-2.645050048828125;37.25310134887695;3755;AF;KE;Amboseli National Park;HKAM;Africa/Nairobi
ASW;medium_airport;Aswan International Airport;23.9643993378;32.8199996948;662;AF;EG;Aswan;HESN;Africa/Cairo
ASX;small_airport;John F Kennedy Memorial Airport;46.54850006;-90.91899872;827;NA;US;Ashland;KASX;America/Chicago
ASY;small_airport;Ashley Municipal Airport;46.0238990784;-99.3526000977;2032;NA;US;Ashley;KASY;America/Chicago
ATA;medium_airport;Comandante FAP German Arias Graziani Airport;-9.347439765930176;-77.59839630126953;9097;SA;PE;Anta;SPHZ;America/Lima
ATB;small_airport;Atbara Airport;17.710344314575195;34.0570182800293;1181;AF;SD;Atbara;HSAT;Africa/Khartoum
ATC;medium_airport;Arthur's Town Airport;24.6294002533;-75.6737976074;18;NA;BS;Arthur's Town;MYCA;America/Nassau
ATD;small_airport;Uru Harbour Airport;-8.87333;161.011002;;OC;SB;Atoifi;AGAT;Pacific/Guadalcanal
ATE;small_airport;Antlers Municipal Airport;34.1926002502;-95.6499023438;575;NA;US;Antlers;80F;America/Chicago
ATF;medium_airport;Chachoán Airport;-1.2120699882507324;-78.57460021972656;8502;SA;EC;Ambato;SEAM;America/Guayaquil
ATG;medium_airport;Minhas Air Base;33.8690986633;72.4009017944;1023;AS;PK;Kamra;OPMS;Asia/Karachi
ATH;large_airport;Eleftherios Venizelos International Airport;37.9364013672;23.9444999695;308;EU;GR;Athens;LGAV;Europe/Athens
ATI;small_airport;Artigas International Airport;-30.400699615478516;-56.50790023803711;410;SA;UY;Artigas;SUAG;America/Montevideo
ATJ;small_airport;Antsirabe Airport;-19.8392214824;47.063713073699994;4997;AF;MG;Antsirabe;FMME;Indian/Antananarivo
ATK;medium_airport;Atqasuk Edward Burnell Sr Memorial Airport;70.46730041503906;-157.43600463867188;96;NA;US;Atqasuk;PATQ;America/Anchorage
ATL;large_airport;Hartsfield Jackson Atlanta International Airport;33.63669967651367;-84.4281005859375;1026;NA;US;Atlanta;KATL;America/New_York
ATM;medium_airport;Altamira Airport;-3.2539100646973;-52.254001617432;369;SA;BR;Altamira;SBHT;America/Santarem
ATN;small_airport;Namatanai Airport;-3.6695;152.438;150;OC;PG;Namatanai;AYNX;Pacific/Port_Moresby
ATO;small_airport;Ohio University Snyder Field;39.2109985352;-82.23139953610001;766;NA;US;Athens/Albany;KUNI;America/New_York
ATP;small_airport;Aitape Airport;-3.1436111111100002;142.346805556;10;OC;PG;Aitape;AYAI;Pacific/Port_Moresby
ATQ;large_airport;Sri Guru Ram Dass Jee International Airport;31.7096004486;74.7973022461;756;AS;IN;Amritsar;VIAR;Asia/Kolkata
ATR;medium_airport;Atar International Airport;20.506799697875977;-13.04319953918457;734;AF;MR;Atar;GQPA;Africa/Nouakchott
ATS;small_airport;Artesia Municipal Airport;32.8525009155;-104.468002319;3541;NA;US;Artesia;KATS;America/Denver
ATV;small_airport;Ati Airport;13.238900184631348;18.31329917907715;1089;AF;TD;Ati;FTTI;Africa/Ndjamena
ATW;small_airport;Appleton International Airport;44.258098602299995;-88.5190963745;918;NA;US;Appleton;KATW;America/Chicago
ATY;medium_airport;Watertown Regional Airport;44.91400146;-97.15470123;1749;NA;US;Watertown;KATY;America/Chicago
ATZ;medium_airport;Assiut International Airport;27.0464992523;31.0119991302;772;AF;EG;Assiut;HEAT;Africa/Cairo
AUA;medium_airport;Queen Beatrix International Airport;12.5014;-70.015198;60;NA;AW;Oranjestad;TNCA;America/Aruba
AUC;medium_airport;Santiago Perez Airport;7.06888;-70.7369;420;SA;CO;Arauca;SKUC;America/Bogota
AUD;small_airport;Augustus Downs Airport;-18.514999389648438;139.8780059814453;46;OC;AU;;YAGD;Australia/Brisbane
AUF;medium_airport;Auxerre-Branches Airport;47.85020065307617;3.497109889984131;523;EU;FR;Auxerre/Branches;LFLA;Europe/Paris
AUG;medium_airport;Augusta State Airport;44.320598602299995;-69.7973022461;352;NA;US;Augusta;KAUG;America/New_York
AUH;large_airport;Abu Dhabi International Airport;24.433000564575195;54.651100158691406;88;AS;AE;Abu Dhabi;OMAA;Asia/Dubai
AUI;small_airport;Aua Island Airport;-1.46055555556;143.064722222;4;OC;PG;Aua Island;AYND;Pacific/Port_Moresby
AUJ;small_airport;Ambunti Airport;-4.21566666667;142.823166667;50;OC;PG;Ambunti;AYAT;Pacific/Port_Moresby
AUK;small_airport;Alakanuk Airport;62.680042266799994;-164.659927368;10;NA;US;Alakanuk;PAUK;America/Nome
AUM;small_airport;Austin Municipal Airport;43.66500092;-92.93340302;1234;NA;US;Austin;KAUM;America/Chicago
AUN;small_airport;Auburn Municipal Airport;38.95479965;-121.0820007;1539;NA;US;Auburn;KAUN;America/Los_Angeles
AUO;small_airport;Auburn Opelika Robert G. Pitts Airport;32.61510086;-85.43399811;777;NA;US;Auburn;KAUO;America/Chicago
AUP;small_airport;Agaun Airport;-9.930833;149.385667;3200;OC;PG;;AYAG;Pacific/Port_Moresby
AUQ;medium_airport;Hiva Oa-Atuona Airport;-9.76879024506;-139.011001587;1481;OC;PF;Hiva Oa Island;NTMN;Pacific/Marquesas
AUR;medium_airport;Aurillac Airport;44.89139938354492;2.4219400882720947;2096;EU;FR;Aurillac;LFLW;Europe/Paris
AUS;large_airport;Austin Bergstrom International Airport;30.194499969482422;-97.6698989868164;542;NA;US;Austin;KAUS;America/Chicago
AUT;small_airport;Atauro Airport;-8.210519790649414;125.61599731445312;29;AS;TL;Atauro;WPAT;Asia/Dili
AUU;small_airport;Aurukun Airport;-13.354067;141.72065;31;OC;AU;Aurukun;YAUR;Australia/Brisbane
AUV;small_airport;Aumo Airport;-5.731111111110001;148.445277778;450;OC;PG;Aumo;AYUM;Pacific/Port_Moresby
AUW;medium_airport;Wausau Downtown Airport;44.9262008667;-89.6266021729;1201;NA;US;Wausau;KAUW;America/Chicago
AUX;small_airport;Araguaína Airport;-7.22787;-48.240501;771;SA;BR;Araguaína;SWGN;America/Araguaina
AUY;small_airport;Aneityum Airport;-20.2492008209;169.770996094;7;OC;VU;Anatom Island;NVVA;Pacific/Efate
AUZ;small_airport;Aurora Municipal Airport;41.771900177;-88.47570037839999;712;NA;US;Chicago/Aurora;KARR;America/Chicago
AVA;medium_airport;Anshun Huangguoshu Airport;26.2605555556;105.873333333;4812;AS;CN;Anshun;ZUAS;Asia/Chongqing
AVB;medium_airport;Aviano Air Base;46.031898;12.596503;410;EU;IT;Aviano (PN);LIPA;Europe/Rome
AVG;small_airport;Auvergne Airport;-15.699999809265137;130;;OC;AU;;YAUV;Australia/Darwin
AVI;medium_airport;Maximo Gomez Airport;22.027099609375;-78.78959655761719;335;NA;CU;Ciego de Avila;MUCA;America/Havana
AVK;medium_airport;Arvaikheer Airport;46.250301361083984;102.802001953125;5932;AS;MN;Arvaikheer;ZMAH;Asia/Ulaanbaatar
AVL;large_airport;Asheville Regional Airport;35.43619918823242;-82.54180145263672;2165;NA;US;Asheville;KAVL;America/New_York
